id	created_at	full_text
1037690238339084288	2018-09-06 13:13:26+00:00	Great to welcome @DamianHinds earlier this morning.  We discussed our shared commitment to maintaining the Common Travel Area, the shared challenges both countries face in meeting the demands of a rapidly changing world and how best to continue our country's education cooperation https://t.co/8AYiTeRQIN
1035587323923243010	2018-08-31 17:57:12+00:00	Best of luck to the newly formed Killester Donnycarney Football Club https://t.co/2julsZ34Lw
1035553226572083201	2018-08-31 15:41:43+00:00	We are also investing €8.4 billion in primary and post primary school buildings, with 20,000 school places being provided annually. Along with €2.2 billion invested in higher education infrastructure
1035551066522361858	2018-08-31 15:33:08+00:00	Recently we launched a €2 million pilot programme for new in-school speech and language services, to recognize that early intervention can have a dramatic improvement on a child’s life chances #SchoolOfTheFuture
1035549347633614848	2018-08-31 15:26:18+00:00	We have also invest almost €1.78 billion on special needs education, which is one fifth of the education budget to ensure children with special needs can fulfill their full potential. This includes recruiting 3,000 extra SNAs #SchoolOfTheFuture
1035543303729627137	2018-08-31 15:02:17+00:00	We have reduced the pupil ratio in primary schools from 27:1 to 26:1 in September 2018 - their lowest ever. 5,000 extra teachers were recruited in the last two years and 1,200 more teachers are being recruited in September 2018 #schoolofthefuture
1035541124356554752	2018-08-31 14:53:38+00:00	This investment is being used to increase the number of teachers, more SNAs and better resources for our children https://t.co/QhaecCryEf
1035538889895800834	2018-08-31 14:44:45+00:00	We have increased investment in Education by over €1 billion in the last two years, bringing the Education budget to its highest ever at €10 billion #schoolofthefuture
1035537203441623040	2018-08-31 14:38:03+00:00	As young people go back to school they will benefit from increased investment in education and curricular reforms designed to enable them to achieve their full potential https://t.co/6xSnPaqp9J
1035090587039531008	2018-08-30 09:03:21+00:00	https://t.co/BtW1fYgrSr
1034033226661195777	2018-08-27 11:01:47+00:00	Best wishes to Sheila Nunan on her retirement as announced today. She’s made an enormous contribution to our education system’s development @INTOnews
1032597751333351424	2018-08-23 11:57:43+00:00	There will be a planned water outage in Sutton on Thursday, 23rd August 2018 to carry out essential maintenance. Water will be off between 10am - 4pm (approx.).  Areas affected: •Alden Drive/Park/Road. Fingal County Council apologizes for the disruption.
1029696423632297984	2018-08-15 11:48:52+00:00	I launched the National Parents Council Post Primary Helpline in Croke Park this morning. The free phone number is 1800 265 165 https://t.co/34MqRDXf2i
1029693303674097665	2018-08-15 11:36:29+00:00	Great to bump into Mícheál Ó Muircheartaigh in Croke Park this morning https://t.co/3GNU1yCVg1
1029667597011365889	2018-08-15 09:54:20+00:00	A lot of happy faces in Holy Faith in Clontarf-congrats to all #LeavingCert https://t.co/VjNNIFEoNP
1029648649305948160	2018-08-15 08:39:02+00:00	In Pobalscoil Neasain this morning to congratulate students and teachers #LeavingCert https://t.co/zcA2JOQYzg
1029627431852933122	2018-08-15 07:14:43+00:00	The @NPCpp have a helpline open from today at 10am. The number is 1800 265 165 #LeavingCert
1029627053165961217	2018-08-15 07:13:13+00:00	For students who may not have done as well as you hoped, don’t panic, take time to consider your options and remember that no matter what your results are today, there are opportunities for you #LeavingCert
1029626428936122368	2018-08-15 07:10:44+00:00	To all those students receiving your results today-there are more opportunities now than ever before to help you achieve your ambitions in life, whether you choose the apprenticeship, traineeship, further education or third level route #LeavingCert
1029625897035460609	2018-08-15 07:08:38+00:00	I would also like to acknowledge and pay tribute to all the teachers, parents, friends who supported and helped you along the way #LeavingCert
1029625099777961984	2018-08-15 07:05:27+00:00	I would like to congratulate all those students receiving their #LeavingCert results this morning. You should all be very proud of the hard work you have put in and what you have achieved
1024347909268168704	2018-07-31 17:35:47+00:00	Reminder - the parental preference for the patronage of the four new post primary schools to open in 2019 closes tonight at midnight https://t.co/qRG3uYQEZJ
1023855731135729665	2018-07-30 09:00:03+00:00	The Higher Education innovation fund will target improving student retention / progression, innovation in teaching and student learning, and flexible, distance and e-learning opportunities. https://t.co/kKdiHi3hCq
1021772975291473920	2018-07-24 15:03:55+00:00	Looking forward to working closely with @senatornoone in Dublin Bay North. A great candidate who will work tirelessly on local and national issues https://t.co/OMOtuHxhg2
1021449324817940480	2018-07-23 17:37:51+00:00	PE and Computer Science will roll out at leaving cert subjects in September. We are providing grants to schools to make it happen  https://t.co/0EWNLslRqV
1019875529992884224	2018-07-19 09:24:09+00:00	The Education (Admissions to School) Bill which will deliver a historic reform of how a child accesses their local school- making the process easier and fairer, has been signed into law by @PresidentIRL #BestinEurope
1019691204743712770	2018-07-18 21:11:42+00:00	@PresidentIRL Michael D Higgins has today signed the Education (Admissions to School) Bill into law. This significant reform will make the process of school admissions easier for children and parents https://t.co/tODSteS2hx
1019216865070125058	2018-07-17 13:46:51+00:00	Higher Education must be accessible for all in society and Technological Universities will provide a flexible teaching and learning framework to students that will ensure all including those from a disadvantage background reach their full potential
1019215463816073218	2018-07-17 13:41:17+00:00	Following the enactment of the TU Act earlier this year this is an important step for the future of higher education in Ireland this is supported by the announcement of €4.4m toward the development of TU4Dublin today
1019215110328369152	2018-07-17 13:39:53+00:00	TU4Dublin will see 3 of Dublin’s institutes of technology, DIT, IT Blandchardstown and IT Tallaght, coming together.
1019214538607034368	2018-07-17 13:37:36+00:00	In @ditofficial with @campaignforleo @Paschald @mitchelloconnor today to approve the application for Ireland’s first Technological University in Dublin - TU4Dublin https://t.co/9moHNSmfAE
1019154316580532224	2018-07-17 09:38:18+00:00	Turned the sod on a new €15m state of the art sports campus today in @itcarlow this morning with @PatDeeringTD. Fantastic contribution to the campus which will be a great asset to their many sports stars for years to come https://t.co/As8zgT8Iwc
1019110458517843968	2018-07-17 06:44:02+00:00	The creation of Technological Universities, led by @mitchelloconnor is part of the Government’s plan to drive regional economic growth and development under Ireland Project 2040 and to make Ireland’s education system the #BestinEurope by 2026
1019109983974146048	2018-07-17 06:42:08+00:00	I am delighted to announce my decision to grant TU4Dublin’s application for designation as Ireland’s first technological university @campaignforleo @mitchelloconnor @ditofficial @itbdublin @ittallaght @Paschald @KZapponeTD
1018892368089673728	2018-07-16 16:17:25+00:00	I chaired a meeting of the National Skills Council this morning. We discussed a number of issues, including competiteness and productivity, both of which will be vital to jobs and economic growth in the years ahead
1016970794310750208	2018-07-11 09:01:46+00:00	I look forward to working with my government colleagues to raise awareness to the benefits of new technology while safeguarding our children online
1016970516488507393	2018-07-11 09:00:40+00:00	New technology is revolutionising our world, bringing with it fantastic opportunities but also challenges. Education has an important role to play in equipping our citizens, particularly our children, with the skills to negotiate life in a fast changing 21st century
1016969864651726848	2018-07-11 08:58:04+00:00	With @campaignforleo this morning to launch the government’s Action Plan for Online Safety @DenisNaughten @jimdalytd @SeanKyneTD @NPCpp https://t.co/gnA3XTa4xn
