id	created_at	full_text
1625104970751025159	2023-02-13 12:09:52+00:00	Topical Issues: Catherine's question is in relation to the threat of closure for Clifden District Hospital.  Saincheisteanna Tráthúla: Baineann ceist Catherine leis an mbaol go ndúnfar Ospidéal Ceantair an Chlocháin.  https://t.co/yEtusDWOoh
1624020980438892545	2023-02-10 12:22:29+00:00	Catherine's statement on Nursing Home Charges and Disability Allowance Payments.  Ráiteas Catherine maidir le Táillí ar Thithe Altranais agus Íocaíochtaí Liúntas Míchumais.  https://t.co/Yxg3hWwnVd
1623702544970133505	2023-02-09 15:17:08+00:00	Catherine speaking on the Mortgage Interest Relief Scheme.  Catherine ag labhairt ar an Scéim maidir le Faoiseamh Cánach ar Ús Morgáiste.  https://t.co/b8GxMPY1Fa
1623634249097129985	2023-02-09 10:45:45+00:00	Catherine's question on Promised Policy in relation to Fishing.  Ceist Catherine ar Pholasaí a Gealladh maidir le hIascaireacht. https://t.co/UiDgeIS5su
1621540350283186181	2023-02-03 16:05:20+00:00	Catherine speaking on the motion on the Report on the Summer Programme 2023 (Joint Committee on Autism).  Catherine ag labhairt ar an tairiscint ar an Tuairisc ar an gClár Samhraidh 2023 (Cochoiste um Uathachas). https://t.co/1CFmyr75Lq
1621488201780154377	2023-02-03 12:38:07+00:00	Catherine speaking on the Garda Síochána Recording Devices Bill.  Catherine ag labhairt ar Bhille an Gharda Síochána (Feistí Taifeadta).  https://t.co/lpnsAgDQwI
1621184274392137731	2023-02-02 16:30:25+00:00	Catherine speaking on the Mother and Baby Institutions Payment Scheme Bill.  Catherine ag labhairt ar an mBille um Scéim Íocaíochta na bhForas Máithreacha agus Naíonán. https://t.co/ryRW1fsNoX
1621151309075464193	2023-02-02 14:19:26+00:00	Catherine speaking on the motion on Local Ringfencing at Council Development Levies.  Catherine ag labhairt ar an Tairiscint ar Imfhálú Áitiúil ag Tobhaigh Fhorbartha na Comhairle.  https://t.co/OMZdMhcjUz
1620757037222330371	2023-02-01 12:12:44+00:00	Catherine speaking on the Motion on Child and Adolescent Mental Health Services (CAMHS).  Catherine ag labhairt ar an Tairiscint ar Sheirbhísí Meabhairshláinte do Leanaí agus d'Ógánaigh (CAMHS). https://t.co/uwf96AICcc
1618953586070941697	2023-01-27 12:46:28+00:00	Catherine's question in relation to the Taskforce in Galway.  Ceist Catherine maidir leis an Tascfhórsa i nGaillimh.  https://t.co/K1WDTrtNOc
1618909527600168960	2023-01-27 09:51:23+00:00	Catherine's question on the Legacy Framework in regards to Galway 2020.  Ceist Catherine ar an gCreat Oidhreachta maidir le Gaillimh 2020. https://t.co/SKJ7aSAk9x
1618623623262261250	2023-01-26 14:55:19+00:00	Catherine's question in relation to the Women of Honour.  Ceist Catherine maidir leis na Mná d'Onóir. https://t.co/inFsMYIACW
1618565955638136834	2023-01-26 11:06:09+00:00	Catherine speaking on the Motion on Inshore Fishing.  Catherine ag labhairt ar an Tairiscint ar Iascaireacht Chladaigh. https://t.co/2QQQs703Un
1618256053933846529	2023-01-25 14:34:43+00:00	Catherine speaking on the Motion on Forestry.  Catherine ag labhairt ar an Tairiscint ar Fhoraoiseacht.  https://t.co/2FMUH5Jf5z
1618212394932801542	2023-01-25 11:41:14+00:00	Catherine speaking on the Human Tissue Bill 2022. Catherine ag labhairt ar an mBille um Fhíochán Daonna, 2022.  https://t.co/aR8iTdRvHY
1616111065984630785	2023-01-19 16:31:18+00:00	Catherine speaking on the statement by the Minister for Public Expenditure.  Catherine ag labhairt ar ráiteas an Aire Caiteachais Phoiblí.  https://t.co/f4g3nif2FC
1616088236140679169	2023-01-19 15:00:35+00:00	Catherine speaking on the motion on Measures to Increase Capacity in the Health Service.  Catherine ag labhairt ar an tairiscint maidir le hachmhainní a ardú sa tSeirbhís Sláinte.  https://t.co/QaGwyNIVJO
1605583318073757696	2022-12-21 15:17:47+00:00	Nollaig shona daoibh go léir agus go raibh maith agaibh as ucht bhur dtacaíochta le linn na bliana. https://t.co/izPPR9TKHh
1605185287164170240	2022-12-20 12:56:10+00:00	Catherine's question to the Minister for Rural and Community Development in relation to funding for the Islands. Ceist Catherine ar an Aire Forbartha Tuaithe agus Pobail maidir le maoiniú do na hOileáin.  https://t.co/2ia11u2BD0
1605152057278824453	2022-12-20 10:44:07+00:00	Catherine's question to the Minister for Rural and Community Development in relation to the Policy for the Islands.  Ceist Catherine ar an Aire Forbarthe Tuaithe agus Pobail maidir leis an bPolasaí do na hOileáin. https://t.co/ViaNRufBsJ
1603401825922736129	2022-12-15 14:49:19+00:00	Catherine speaking on the Planning and Development and Foreshore (Amendment) Bill 2022.  Catherine ag lahbairt ar an mBille um Pleanáil agus Forbairt agus um Imeall Trá (Leasú), 2022.  https://t.co/McaaCcKy9E
1603327763259310080	2022-12-15 09:55:01+00:00	Catherine's Question in relation to the policy for fishing.  Ceist Catherine maidir leis an bpolasaí iascaireachta. https://t.co/zYUfQxwC98
1601192645120098305	2022-12-09 12:30:49+00:00	"""We have to raise our voice to talk for peace...""  Catherine's statement on the Pre-European Council Meeting.  Ráiteas Catherine ar an gComhairle Reamh-Eorpach.  https://t.co/IPTwRi4Csw"
